Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,dolv_125, market_cap 
CC,Chemours Co (The),Common Stock,26.14,4310000000,Materials,Chemicals,Diversified Chemicals,26754629.68,small
CDLX,Cardlytics Inc,Common Stock,157.5,4310000000,Communication Services,Media,Advertising,47304408.92,small
PINC,Premier Inc,Common Stock,35.22,4300000000,Health Care,Health Care Providers & Services,Health Care Services,21971627.45,small
SLGN,Silgan Holdings Inc,Common Stock,38.79,4300000000,Materials,Containers & Packaging,Metal & Glass Containers,17260076.03,small
STN,Stantec Inc,Common Stock,38.22,4280000000,Industrials,Professional Services,Research & Consulting Services,2674253.524,small
HXL,Hexcel Corp,Common Stock,51.25,4280000000,Industrials,Aerospace & Defense,Aerospace & Defense,45164621.36,small
REGI,Renewable Energy Group Inc,Common Stock,108.91,4280000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,71055368.13,small
DIOD,Diodes Inc,Common Stock,82.14,4270000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,16520311.78,small
AXS,AXIS Capital Holdings Ltd,Common Stock,50.58,4270000000,Financials,Insurance,Property & Casualty Insurance,26154763.42,small
CCXI,ChemoCentryx Inc,Common Stock,61.67,4260000000,Health Care,Biotechnology,Biotechnology,31488745.25,small
GKOS,Glaukos Corp,Common Stock,94.96,4260000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,31199134.87,small
TRUP,Trupanion Inc,Common Stock,107.88,4260000000,Financials,Insurance,Life & Health Insurance,46545000.03,small
INSM,Insmed Inc,Common Stock,41.78,4250000000,Health Care,Biotechnology,Biotechnology,29650993.52,small
SPT,Sprout Social Inc,Common Stock,80.27,4250000000,Information Technology,Software,Application Software,28515781.62,small
SONO,Sonos Inc,Common Stock,35.49,4230000000,Consumer Discretionary,Household Durables,Consumer Electronics,74598294.29,small
TIGR,UP Fintech Holding Ltd,Depository Receipt,29.96,4220000000,Financials,Capital Markets,Investment Banking & Brokerage,49503836.09,small
TTEC,TTEC Holdings Inc,Common Stock,90.24,4210000000,Information Technology,IT Services,Data Processing & Outsourced Services,9517114.667,small
CRI,Carter's Inc.,Common Stock,96.36,4210000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",49130767.46,small
SAFE,Safehold Inc,Common Stock,82.1,4200000000,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,9816199.394,small
PACW,PacWest Bancorp,Common Stock,35.46,4200000000,Financials,Banks,Regional Banks,24070056.39,small
THG,Hanover Insurance Group Inc (The),Common Stock,115.31,4200000000,Financials,Insurance,Property & Casualty Insurance,22168460.39,small
RETA,Reata Pharmaceuticals Inc,Common Stock,123.75,4190000000,Health Care,Pharmaceuticals,Pharmaceuticals,38516723.84,small
MTG,MGIC Investment Corp,Common Stock,12.37,4190000000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,50633070.25,small
ITRI,Itron Inc,Common Stock,103.69,4180000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,25828708.32,small
AEIS,Advanced Energy Industries Inc.,Common Stock,109.03,4170000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,23961334.36,small
CIGI,Colliers International Group Inc,Common Stock,103.79,4170000000,Real Estate,Real Estate Management & Development,Real Estate Services,5275863.362,small
PTCT,PTC Therapeutics Inc,Common Stock,61.42,4170000000,Health Care,Biotechnology,Biotechnology,27609013.43,small
WKHS,Workhorse Group Inc,Common Stock,36.19,4160000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,485989667.7,small
MOMO,Momo Inc,Depository Receipt,19.99,4150000000,Communication Services,Interactive Media & Services,Interactive Media & Services,67834264.16,small
SSD,Simpson Manufacturing Co. Inc.,Common Stock,95.53,4150000000,Industrials,Building Products,Building Products,27974523.71,small
GSAT,Globalstar Inc,Common Stock,2.48,4140000000,Communication Services,Diversified Telecommunication Services,Alternative Carriers,24702396.47,small
AAON,AAON Inc,Common Stock,79.24,4140000000,Industrials,Building Products,Building Products,12001718.09,small
BZUN,Baozun Inc,Depository Receipt,54.04,4130000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,46866972.53,small
MRCY,Mercury Systems Inc,Common Stock,75.1,4130000000,Industrials,Aerospace & Defense,Aerospace & Defense,26029468.06,small
SPR,Spirit Aerosystems Holdings Inc,Common Stock,39.08,4130000000,Industrials,Aerospace & Defense,Aerospace & Defense,122802210.4,small
NEWR,New Relic Inc,Common Stock,65.46,4130000000,Information Technology,Software,Application Software,44816090.05,small
EYE,National Vision Holdings Inc,Common Stock,50.87,4120000000,Consumer Discretionary,Specialty Retail,Specialty Stores,26096698.72,small
RLAY,Relay Therapeutics Inc,Common Stock,45.86,4120000000,Health Care,Biotechnology,Biotechnology,20219271.85,small
JBT,John Bean Technologies Corp,Common Stock,129.96,4120000000,Industrials,Machinery,Industrial Machinery,18664506.53,small
CIB,"Bancolombia Sa Bancolombia, Colombia",Depository Receipt,36.45,4120000000,Financials,Banks,Diversified Banks,7108250.311,small
MTLS,Materialise NV,Depository Receipt,77.37,4110000000,Information Technology,Software,Application Software,13692947.75,small
VSAT,ViaSat Inc.,Common Stock,59.85,4100000000,Information Technology,Communications Equipment,Communications Equipment,28389986.59,small
NKTR,Nektar Therapeutics,Common Stock,22.88,4100000000,Health Care,Pharmaceuticals,Pharmaceuticals,20722626.84,small
AEO,American Eagle Outfitters Inc.,Common Stock,24.62,4090000000,Consumer Discretionary,Specialty Retail,Apparel Retail,99951790.6,small
WTS,Watts Water Technologies Inc,Common Stock,121.6,4090000000,Industrials,Machinery,Industrial Machinery,20541502.61,small
GO,Grocery Outlet Inc,Common Stock,43.28,4060000000,Consumer Staples,Food & Staples Retailing,Food Retail,38533125.89,small
AY,Atlantica Sustainable Infrastructure plc,Common Stock,39.88,4060000000,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity,24628925.11,small
SIGI,Selective Insurance Group Inc,Common Stock,67.64,4060000000,Financials,Insurance,Property & Casualty Insurance,15255114.01,small
SUMO,Sumo Logic Inc,Common Stock,39.63,4050000000,Information Technology,Software,Application Software,39415318.15,small
AJRD,Aerojet Rocketdyne Holdings Inc,Common Stock,52.36,4050000000,Industrials,Aerospace & Defense,Aerospace & Defense,52601153.57,small
QLYS,Qualys Inc,Common Stock,103.54,4050000000,Information Technology,Software,Systems Software,48517010.28,small
QFIN,360 Digitech Inc,Depository Receipt,27.56,4040000000,Financials,Consumer Finance,Consumer Finance,21363020.2,small
KBH,KB Home,Common Stock,44.06,4040000000,Consumer Discretionary,Household Durables,Homebuilding,59220045.29,small
KTOS,Kratos Defense & Security Solutions Inc,Common Stock,32.89,4040000000,Industrials,Aerospace & Defense,Aerospace & Defense,25167962.02,small
AVNT,Avient Corp,Common Stock,44.17,4040000000,Materials,Chemicals,Specialty Chemicals,19188999.15,small
AA,Alcoa Corp,Common Stock,21.66,4030000000,Materials,Metals & Mining,Aluminum,96461904.16,small
WCC,WESCO International Inc,Common Stock,80.44,4030000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,32337798.04,small
TWOU,2U Inc,Common Stock,55.52,4020000000,Information Technology,Software,Application Software,47427057.78,small
NTLA,Intellia Therapeutics Inc,Common Stock,68.27,4010000000,Health Care,Biotechnology,Biotechnology,61109425.32,small
SNDR,Schneider National Inc,Common Stock,22.63,4010000000,Industrials,Road & Rail,Trucking,13604266.73,small
NFG,National Fuel Gas Co,Common Stock,43.99,4010000000,Utilities,Gas Utilities,Gas Utilities,20149534.63,small
SEER,Seer Inc,Common Stock,68.92,4000000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,31206084.35,small
KRNT,Kornit Digital Ltd,Common Stock,98.1,3990000000,Industrials,Machinery,Industrial Machinery,16792045.85,small
AWI,Armstrong World Industries Inc,Common Stock,83.28,3990000000,Industrials,Building Products,Building Products,31524454.4,small
GRA,Grace (W R) & Co,Common Stock,60.16,3980000000,Materials,Chemicals,Specialty Chemicals,26601773.76,small
NVT,nVent Electric plc,Common Stock,23.4,3980000000,Industrials,Electrical Equipment,Electrical Components & Equipment,27770403.15,small
PSN,Parsons Corp,Common Stock,39.46,3970000000,Industrials,Aerospace & Defense,Aerospace & Defense,18306846.62,small
ADS,Alliance Data Systems Corp,Common Stock,83.18,3970000000,Information Technology,IT Services,Data Processing & Outsourced Services,65545328.44,small
CRSR,Corsair Gaming Inc,Common Stock,43.05,3960000000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",115211824.5,small
ENS,EnerSys,Common Stock,92.8,3960000000,Industrials,Electrical Equipment,Electrical Components & Equipment,18094056.58,small
WTFC,Wintrust Financial Corp.,Common Stock,69.18,3930000000,Financials,Banks,Regional Banks,21133310.18,small
VC,Visteon Corp.,Common Stock,140.15,3920000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,28490627.66,small
RDN,Radian Group Inc,Common Stock,20.47,3920000000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,29063000.24,small
STL,Sterling Bancorp,Common Stock,20.31,3920000000,Financials,Banks,Regional Banks,45670972.51,small
SPSC,SPS Commerce Inc,Common Stock,109.86,3910000000,Information Technology,Software,Application Software,17648293.16,small
FORM,FormFactor Inc,Common Stock,50.4,3900000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,18235690.26,small
MDC,M.D.C. Holdings Inc.,Common Stock,60.14,3900000000,Consumer Discretionary,Household Durables,Homebuilding,27003665.49,small
PRLD,Prelude Therapeutics Inc,Common Stock,88.59,3890000000,Health Care,Biotechnology,Biotechnology,12706885.9,small
VIAV,Viavi Solutions Inc,Common Stock,16.98,3890000000,Information Technology,Communications Equipment,Communications Equipment,29562448.51,small
BCPC,Balchem Corp,Common Stock,120.04,3880000000,Materials,Chemicals,Specialty Chemicals,13543024.14,small
TGNA,TEGNA Inc,Common Stock,17.68,3870000000,Communication Services,Media,Broadcasting,21154011.94,small
PNM,PNM Resources Inc.,Common Stock,48.6,3870000000,Utilities,Electric Utilities,Electric Utilities,62937385.35,small
AGIO,Agios Pharmaceuticals Inc,Common Stock,56.02,3870000000,Health Care,Biotechnology,Biotechnology,31363161.93,small
BKH,Black Hills Corp,Common Stock,61.62,3870000000,Utilities,Multi-Utilities,Multi-Utilities,22396462.7,small
HOMB,Home Bancshares Inc,Common Stock,23.42,3870000000,Financials,Banks,Regional Banks,11360707.97,small
TLRY,Tilray Inc,Common Stock,29.06,3870000000,Health Care,Pharmaceuticals,Pharmaceuticals,465903641.7,small
OGS,ONE Gas Inc,Common Stock,72.69,3860000000,Utilities,Gas Utilities,Gas Utilities,19449641.18,small
TIGO,Millicom International Cellular SA,Common Stock,38.07,3850000000,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,3276233.48,small
AG,First Majestic Silver Corp,Common Stock,17.41,3850000000,Materials,Metals & Mining,Silver,104075352.1,small
EGHT,8x8 Inc,Common Stock,35.9,3850000000,Information Technology,Software,Application Software,42373063.04,small
AVT,Avnet Inc,Common Stock,38.88,3850000000,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,25118149.23,small
FCN,FTI Consulting Inc.,Common Stock,106.49,3840000000,Industrials,Professional Services,Research & Consulting Services,45043292.85,small
IBP,Installed Building Products Inc,Common Stock,128.39,3830000000,Consumer Discretionary,Household Durables,Homebuilding,22561964.25,small
TMHC,Taylor Morrison Home Corp,Common Stock,29.4,3820000000,Consumer Discretionary,Household Durables,Homebuilding,30349958.77,small
MSP,Datto Holding Corp,Common Stock,24.2,3810000000,Information Technology,Software,Systems Software,22063386.3,small
UFPI,UFP Industries Inc,Common Stock,62.31,3810000000,Industrials,Building Products,Building Products,17139139.23,small
VG,Vonage Holdings Corp,Common Stock,15.36,3810000000,Communication Services,Diversified Telecommunication Services,Alternative Carriers,29688027.52,small
DAO,Youdao Inc,Depository Receipt,33.99,3800000000,Consumer Discretionary,Diversified Consumer Services,Education Services,16967941.6,small
WNS,WNS (Holdings) Ltd,Depository Receipt,76.37,3800000000,Information Technology,IT Services,Data Processing & Outsourced Services,9831303.761,small
CIG,Companhia Energetica de Minas Gerais CEMIG,Depository Receipt,2.5,3800000000,Utilities,Electric Utilities,Electric Utilities,11770960.52,small
HE,Hawaiian Electric Industries Inc.,Common Stock,34.72,3790000000,Utilities,Electric Utilities,Electric Utilities,14248320.26,small
CWEN,Clearway Energy Inc,Common Stock,32.56,3780000000,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,21971832.19,small
UMBF,UMB Financial Corp,Common Stock,78.5,3770000000,Financials,Banks,Regional Banks,12302239.47,small
POR,Portland General Electric Co,Common Stock,42.1,3770000000,Utilities,Electric Utilities,Electric Utilities,35767973.16,small
OPK,Opko Health Inc,Common Stock,5.62,3760000000,Health Care,Biotechnology,Biotechnology,41495167.96,small
FLGT,Fulgent Genetics Inc,Common Stock,161.09,3750000000,Health Care,Health Care Providers & Services,Health Care Services,96287652.08,small
CBU,Community Bank System Inc.,Common Stock,70.05,3750000000,Financials,Banks,Regional Banks,14348383.47,small
IRBT,iRobot Corp,Common Stock,133.4,3750000000,Consumer Discretionary,Household Durables,Household Appliances,91691093.32,small
SABR,Sabre Corp,Common Stock,11.81,3750000000,Information Technology,IT Services,Data Processing & Outsourced Services,85858750.36,small
BLKB,Blackbaud Inc,Common Stock,76.54,3740000000,Information Technology,Software,Application Software,21745719.13,small
TRTN,Triton International Ltd,Common Stock,54.36,3730000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,23554781.52,small
SWTX,SpringWorks Therapeutics Inc,Common Stock,86.15,3710000000,Health Care,Biotechnology,Biotechnology,20665392.38,small
LCII,LCI Industries,Common Stock,146.19,3680000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,15310997.19,small
BKU,BankUnited Inc,Common Stock,39.51,3680000000,Financials,Banks,Regional Banks,23655583.66,small
SEM,Select Medical Holdings Corp,Common Stock,27.28,3680000000,Health Care,Health Care Providers & Services,Health Care Facilities,11566576.72,small
SEB,Seaboard Corp,Common Stock,3165.15,3670000000,Consumer Staples,Food Products,Packaged Foods & Meats,3598271.612,small
CYDY,CytoDyn Inc,Common Stock,6.23,3670000000,Health Care,Biotechnology,Biotechnology,17877619.09,small
TRN,Trinity Industries Inc.,Common Stock,32.19,3670000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,20599154.95,small
NIU,Niu Technologies,Depository Receipt,49.07,3660000000,Consumer Discretionary,Automobiles,Motorcycle Manufacturers,53137213.94,small
SRNE,Sorrento Therapeutics Inc,Common Stock,14.39,3660000000,Health Care,Biotechnology,Biotechnology,215319736.5,small
AMN,AMN Healthcare Services Inc.,Common Stock,77.55,3640000000,Health Care,Health Care Providers & Services,Health Care Services,21186987.1,small
CARG,CarGurus Inc,Common Stock,32.12,3640000000,Communication Services,Interactive Media & Services,Interactive Media & Services,35872037.37,small
X,United States Steel Corp,Common Stock,16.5,3640000000,Materials,Metals & Mining,Steel,190104519.5,small
KEX,Kirby Corp,Common Stock,60.54,3630000000,Industrials,Marine,Marine,29036005.47,small
SSRM,SSR Mining Inc,Common Stock,16.54,3630000000,Materials,Metals & Mining,Gold,33804686.7,small
BCO,Brink's Co (The),Common Stock,73.42,3630000000,Industrials,Commercial Services & Supplies,Security & Alarm Services,26430302.17,small
FOUR,Shift4 Payments Inc,Common Stock,81.22,3610000000,Information Technology,IT Services,Data Processing & Outsourced Services,53126636.52,small
WWE,World Wrestling Entertainment Inc.,Common Stock,46.41,3610000000,Communication Services,Entertainment,Movies & Entertainment,40118410.77,small
OPCH,Option Care Health Inc,Common Stock,19.33,3610000000,Health Care,Health Care Providers & Services,Health Care Services,11581706.45,small
PPBI,Pacific Premier Bancorp Inc,Common Stock,38.15,3600000000,Financials,Banks,Regional Banks,12986183.88,small
EDIT,Editas Medicine Inc,Common Stock,57.94,3600000000,Health Care,Biotechnology,Biotechnology,106951226.1,small
SNBR,Sleep Number Corp,Common Stock,129.79,3600000000,Consumer Discretionary,Specialty Retail,Homefurnishing Retail,30292177.05,small
SPB,Spectrum Brands Holdings Inc,Common Stock,83.52,3600000000,Consumer Staples,Household Products,Household Products,22875208.66,small
HRB,Block H&R Inc,Common Stock,19.6,3590000000,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services,59270108.29,small
CSIQ,Canadian Solar Inc,Common Stock,60.47,3590000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,100130764.1,small
PRG,PROG Holdings Inc,Common Stock,53.11,3590000000,Financials,Consumer Finance,Consumer Finance,37030969.34,small
IGT,International Game Technology PLC,Common Stock,17.45,3570000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,32975755.96,small
WTM,White Mountains Insurance Group Ltd,Common Stock,1149.63,3570000000,Financials,Insurance,Property & Casualty Insurance,14906575.69,small
UMPQ,Umpqua Holdings Corp,Common Stock,16.16,3560000000,Financials,Banks,Regional Banks,21812184.3,small
CWEN-A,Clearway Energy Inc,Common Stock,30.64,3550000000,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,6469602.901,small
AMRS,Amyris Inc,Common Stock,14.85,3550000000,Materials,Chemicals,Specialty Chemicals,21493737.96,small
CWK,Cushman & Wakefield Ltd,Common Stock,16,3550000000,Real Estate,Real Estate Management & Development,Real Estate Services,8731775.121,small
CBRL,Cracker Barrel Old Country Store Inc,Common Stock,149.5,3550000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,46411516.07,small
PZZA,Papa John's International Inc,Common Stock,108.97,3550000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,51426631.7,small
FNB,F.N.B. Corp,Common Stock,11.02,3540000000,Financials,Banks,Regional Banks,20528710.38,small
RCM,R1 RCM INC,Common Stock,30.39,3540000000,Health Care,Health Care Providers & Services,Health Care Services,23546882.5,small
APLS,Apellis Pharmaceuticals Inc,Common Stock,46.65,3530000000,Health Care,Biotechnology,Biotechnology,27009681.43,small
BRFS,BRF SA,Depository Receipt,4.37,3530000000,Consumer Staples,Food Products,Packaged Foods & Meats,11873625.87,small
BHF,Brighthouse Financial Inc,Common Stock,40.03,3530000000,Financials,Insurance,Life & Health Insurance,26986731.31,small
VVNT,Vivint Smart Home Inc,Common Stock,17.81,3530000000,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services,6300191.109,small
TCBI,Texas Capital Bancshares Inc,Common Stock,69.8,3520000000,Financials,Banks,Regional Banks,22053704.76,small
NJR,New Jersey Resources Corp,Common Stock,36.62,3520000000,Utilities,Gas Utilities,Gas Utilities,18213245.81,small
TSEM,Tower Semiconductor Ltd,Common Stock,32.93,3520000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,11523135.45,small
CNMD,CONMED Corp,Common Stock,122.84,3510000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,26022940.69,small
BOH,Bank of Hawaii Corp,Common Stock,87.54,3510000000,Financials,Banks,Regional Banks,18914347.6,small
CNNE,Cannae Holdings Inc,Common Stock,38.23,3500000000,Financials,Diversified Financial Services,Multi-Sector Holdings,19522469,small
ALGT,Allegiant Travel Co,Common Stock,214.76,3500000000,Industrials,Airlines,Airlines,26671786.1,small
UNVR,Univar Solutions Inc,Common Stock,20.68,3500000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,27614293.66,small
R,Ryder System Inc,Common Stock,64.84,3490000000,Industrials,Road & Rail,Trucking,25448850.34,small
SWX,Southwest Gas Holdings Inc,Common Stock,61.83,3490000000,Utilities,Gas Utilities,Gas Utilities,19780061.49,small
PHR,Phreesia Inc,Common Stock,79.2,3490000000,Health Care,Health Care Technology,Health Care Technology,21451150.85,small
ADNT,Adient Plc,Common Stock,37,3480000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,25598759.67,small
FRHC,Freedom Holding Corp,Common Stock,59.38,3470000000,Financials,Capital Markets,Investment Banking & Brokerage,26103032.91,small
GATX,GATX Corp.,Common Stock,98.93,3460000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,16660592.84,small
FELE,Franklin Electric Co Inc,Common Stock,74.74,3460000000,Industrials,Machinery,Industrial Machinery,9938750.01,small
GOLF,Acushnet Holdings Corp,Common Stock,46.4,3430000000,Consumer Discretionary,Leisure Products,Leisure Products,8526757.061,small
MANT,ManTech International Corp,Common Stock,85.06,3430000000,Information Technology,IT Services,IT Consulting & Other Services,13201045.25,small
CLNE,Clean Energy Fuels Corp,Common Stock,17.2899,3430000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,45661757.7,small
AIMC,Altra Industrial Motion Corp,Common Stock,52.95,3430000000,Industrials,Machinery,Industrial Machinery,19072398.72,small
CRLBF,Cresco Labs Inc,Common Stock,15.7725,3430000000,Health Care,Pharmaceuticals,Pharmaceuticals,9635120.493,small
FHB,First Hawaiian Inc,Common Stock,26.37,3430000000,Financials,Banks,Regional Banks,18069633.58,small
LIVN,LivaNova PLC,Common Stock,70.4,3420000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,25731593.83,small
MAX,MediaAlpha Inc,Common Stock,58.24,3420000000,Communication Services,Interactive Media & Services,Interactive Media & Services,11779071.45,small
GME,GameStop Corp.,Common Stock,52.4,3420000000,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail,1427585479,small
BBBY,Bed Bath & Beyond Inc.,Common Stock,28.15,3410000000,Consumer Discretionary,Specialty Retail,Homefurnishing Retail,295235308.1,small
VSH,Vishay Intertechnology Inc.,Common Stock,23.58,3410000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,17792642.43,small
ALE,ALLETE Inc.,Common Stock,65.24,3390000000,Utilities,Electric Utilities,Electric Utilities,18389195.82,small
HI,Hillenbrand Inc,Common Stock,45.14,3390000000,Industrials,Machinery,Industrial Machinery,14160276.51,small
SVMK,Svmk Inc,Common Stock,23.8,3380000000,Information Technology,Software,Application Software,21934426.67,small
SIX,Six Flags Entertainment Corp,Common Stock,39.83,3380000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,53572745.77,small
MUSA,Murphy USA Inc,Common Stock,124,3380000000,Consumer Discretionary,Specialty Retail,Automotive Retail,34622573.53,small
ELP,Companhia Paranaense De Energia - Copel,Depository Receipt,12.31,3370000000,Utilities,Electric Utilities,Electric Utilities,7592347.098,small
IMAB,I-Mab,Depository Receipt,58.08,3360000000,Health Care,Biotechnology,Biotechnology,11409014.72,small
NK,NantKwest Inc,Common Stock,30.945,3360000000,Health Care,Biotechnology,Biotechnology,21613940.19,small
CHX,Championx Corp,Common Stock,16.79,3360000000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,20395255.17,small
VIRT,Virtu Financial Inc,Common Stock,27.28,3350000000,Financials,Capital Markets,Investment Banking & Brokerage,35154936.38,small
ROG,Rogers Corp.,Common Stock,179.26,3350000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,12929897.24,small
MMSI,Merit Medical Systems Inc,Common Stock,60.25,3350000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,18756827.44,small
SAFM,Sanderson Farms Inc,Common Stock,150.59,3340000000,Consumer Staples,Food Products,Packaged Foods & Meats,33186615.61,small
CVLT,CommVault Systems Inc,Common Stock,71.26,3340000000,Information Technology,Software,Systems Software,16306642.26,small
VRNT,Verint Systems Inc,Common Stock,50.78,3340000000,Information Technology,Software,Application Software,33765377.95,small
PCRX,Pacira BioSciences Inc,Common Stock,76.98,3330000000,Health Care,Pharmaceuticals,Pharmaceuticals,29415457.24,small
SXT,Sensient Technologies Corp,Common Stock,78.66,3330000000,Materials,Chemicals,Specialty Chemicals,20983977,small
BECN,Beacon Roofing Supply Inc,Common Stock,47.82,3320000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,17870431.95,small
APAM,Artisan Partners Asset Management Inc,Common Stock,52.59,3320000000,Financials,Capital Markets,Asset Management & Custody Banks,21935727.38,small
RCKT,Rocket Pharmaceuticals Inc,Common Stock,60.14,3300000000,Health Care,Biotechnology,Biotechnology,23134334.42,small
SR,Spire Inc,Common Stock,63.97,3300000000,Utilities,Gas Utilities,Gas Utilities,18460389.76,small
RVMD,Revolution Medicines Inc,Common Stock,49.93,3300000000,Health Care,Biotechnology,Biotechnology,19937219.23,small
VNE,Veoneer Inc,Common Stock,29.73,3300000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,13571508.87,small
CNS,Cohen & Steers Inc,Common Stock,69.03,3300000000,Financials,Capital Markets,Asset Management & Custody Banks,8036348.379,small
CPA,Copa Holdings SA,Common Stock,77.78,3290000000,Industrials,Airlines,Airlines,32703925.55,small
AVAV,AeroVironment Inc,Common Stock,136.59,3290000000,Industrials,Aerospace & Defense,Aerospace & Defense,17892703.45,small
LTHM,Livent Corp,Common Stock,22.5,3290000000,Materials,Chemicals,Specialty Chemicals,56820564,small
GT,Goodyear Tire & Rubber Co,Common Stock,14.07,3280000000,Consumer Discretionary,Auto Components,Tires & Rubber,35602470.79,small
MTH,Meritage Homes Corp,Common Stock,87.14,3280000000,Consumer Discretionary,Household Durables,Homebuilding,42922708.55,small
HL,Hecla Mining Co,Common Stock,6.17,3280000000,Materials,Metals & Mining,Silver,53546146.12,small
CCU,Compania Cervecerias Unidas SA,Depository Receipt,17.69,3270000000,Consumer Staples,Beverages,Brewers,3806290.453,small
FOLD,Amicus Therapeutics Inc,Common Stock,12.56,3260000000,Health Care,Biotechnology,Biotechnology,48053078.59,small
CMD,Cantel Medical Corp,Common Stock,76.98,3250000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,26574077.07,small
ARVN,Arvinas Inc,Common Stock,81.09,3250000000,Health Care,Pharmaceuticals,Pharmaceuticals,42811637.24,small
HMSY,HMS Holdings Corp,Common Stock,36.68,3250000000,Health Care,Health Care Technology,Health Care Technology,29305189.8,small
AGO,Assured Guaranty Ltd,Common Stock,39.43,3240000000,Financials,Insurance,Property & Casualty Insurance,28162358.44,small
LEGN,LEGEND BIOTECH CORPORATION,Depository Receipt,25.1,3240000000,Health Care,Biotechnology,Biotechnology,8258323.386,small
FN,Fabrinet,Common Stock,87.8,3240000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,14732599.36,small
ATCO,Atlas Corp,Common Stock,13.14,3230000000,Industrials,Marine,Marine,6597443.174,small
LGF-A,Lions Gate Entertainment Corp,Common Stock,14.63,3230000000,Communication Services,Entertainment,Movies & Entertainment,12000731.81,small
MED,Medifast Inc.,Common Stock,274.3,3230000000,Consumer Staples,Personal Products,Personal Products,29504168.17,small
DAN,Dana Inc,Common Stock,22.33,3230000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,22386463.35,small
AMRC,Ameresco Inc,Common Stock,67.35,3220000000,Industrials,Construction & Engineering,Construction & Engineering,17388988.68,small
HWC,Hancock Whitney Corp,Common Stock,37.13,3220000000,Financials,Banks,Regional Banks,12410599.46,small
PDCO,Patterson Cos Inc,Common Stock,33.38,3220000000,Health Care,Health Care Providers & Services,Health Care Distributors,26236086.13,small
ALKS,Alkermes Plc,Common Stock,20.22,3220000000,Health Care,Biotechnology,Biotechnology,24722921.57,small
REZI,Resideo Technologies Inc,Common Stock,26.01,3210000000,Industrials,Building Products,Building Products,19696059.65,small
EAF,Graftech International Ltd,Common Stock,12.01,3210000000,Industrials,Electrical Equipment,Electrical Components & Equipment,16677049.98,small
KRTX,Karuna Therapeutics Inc,Common Stock,120,3210000000,Health Care,Biotechnology,Biotechnology,15951279.85,small
